"","deplete","cost"
"939",0.019,7.14766322985624
"940",0.015,39.2518940811468
"941",0.01,23.530688082021
"942",0.011,21.3994321774052
"943",0.012,29.7666613494088
"944",0.016,69.8957898710202
"945",0.019,7.89980797867473
"946",0.017,8.45680561624051
"947",0.019,7.31877197492741
"948",0.018,13.9052864002275
"949",0.015,53.9926139123023
"950",0.015,36.8689922434959
"951",0.015,45.4012103828377
"952",0.015,47.6763069664706
"953",0.017,80.2411980596424
"954",0.019,5.66623291672583
"955",0.015,42.959656300117
"956",0.013,38.0601116836467
"957",0.015,21.4909711063492
"958",0.016,43.8928158798805
"959",0.01,24.5212037607466
"960",0.009,24.749701707013
"961",0.012,22.9577725737307
"962",0.014,47.6311688626102
"963",0.016,32.7152460140347
"964",0.008,18.2879961694099
"965",0.016,33.376728323533
"966",0.014,23.6335059561089
"967",0.013,41.7644122758359
"968",0.015,48.4164493504998
"969",0.018,17.3640618565088
"970",0.017,37.4822212890599
"971",0.018,19.7019826819099
"972",0.022,3.97596417271838
"973",0.014,27.6328442976739
"974",0.011,18.6101173714487
"975",0.01,20.2789791090505
"976",0.008,14.3501046294869
"977",0.014,16.2514899522329
"978",0.017,41.0574809109906
"979",0.014,32.1510258551819
"980",0.013,25.5783238743593
"981",0.008,14.4603878742722
"982",0.005,12.5152617899013
"983",0.009,17.9613324509519
"984",0.009,21.3216943352683
"985",0.008,14.6986567866635
"986",0.01,18.7857202993581
"987",0.015,33.5655635873221
"988",0.019,42.7929476085557
"989",0.01,20.3504854304926
"990",0.018,76.5926831945918
"991",0.016,50.0580866117677
"992",0.018,45.5267221074582
"993",0.02,9.54789227795722
"994",0.023,3.05678643915296
"995",0.023,3.20797679732942
"996",0.022,3.08256061980916
"997",0.022,4.90118316814275
"998",0.017,5.2393729303693
"999",0.011,20.6355106607421
"1000",0.014,34.9766264533064
"1001",0.012,25.5868927745379
"1002",0.009,17.47517677021
"1003",0.018,58.5720057680959
"1004",0.013,33.6098739087821
"1005",0.015,51.5324107880142
"1006",0.021,7.62489353433161
"1007",0.022,4.07893906632457
"1008",0.022,3.43538378758865
"1009",0.015,38.5140738994126
"1010",0.016,44.5637310793388
"1011",0.012,26.4124961157901
"1012",0.016,62.1608779181381
"1013",0.011,29.2033245753166
"1014",0.014,34.2615828431991
"1015",0.007,15.0391318011036
"1016",0.012,28.6181156005136
"1017",0.011,18.585791596335
"1018",0.013,30.5191191540552
"1019",0.016,36.8058375014282
"1020",0.017,79.0010690520345
"1021",0.016,51.771236584521
"1022",0.016,29.4272964556155
"1023",0.019,62.1610974852222
"1024",0.016,57.4767082852202
"1025",0.013,21.3580671723441
"1026",0.015,35.6852932736291
"1027",0.007,15.9387375762767
"1028",0.009,17.5494732992268
"1029",0.011,21.3331532003899
"1030",0.012,25.3115335138394
"1031",0.005,14.4638793415167
"1032",0.014,33.2264863740277
"1033",0.015,34.6551068899778
"1034",0.01,21.8645627884408
"1035",0.009,20.4379976336638
"1036",0.014,31.7537746555327
"1037",0.014,35.3194227154073
"1038",0.014,28.1873798567354
"1039",0.013,37.4618286356013
"1040",0.01,22.3915339261622
"1041",0.012,27.0728619175069
"1042",0.009,27.362892766389
"1043",0.014,28.4574880240768
"1044",0.012,25.2333298974599
"1045",0.008,18.7624520716213
"1046",0.014,32.649382019639
"1047",0.014,36.2594165702559
"1048",0.014,42.9378176386685
"1049",0.012,28.0349670001582
"1050",0.016,57.7615405054916
"1051",0.019,12.6582971605057
"1052",0.015,38.4721046542421
"1053",0.017,14.7266583288794
"1054",0.012,29.1736448941215
"1055",0.014,32.8674643650382
"1056",0.016,40.4970135239127
"1057",0.01,19.8396890183679
"1058",0.015,41.2142028541187
"1059",0.015,38.0010665868203
"1060",0.011,22.9001106958931
"1061",0.011,24.2232663323297
"1062",0.016,11.6794260066742
"1063",0.018,62.7284354688987
"1064",0.015,42.6747084547944
"1065",0.019,23.7463122597211
"1066",0.019,50.5456102832672
"1067",0.015,35.5024197042602
"1068",0.016,67.00173203845
"1069",0.014,32.1137597397053
"1070",0.015,30.6291090341258
"1071",0.009,15.2546648016317
"1072",0.017,63.942429446089
"1073",0.017,6.85725079357574
"1074",0.019,60.0501523249583
"1075",0.012,27.8479283724062
"1076",0.013,26.3284068820508
"1077",0.009,19.27409111581
"1078",0.018,62.7346434355595
"1079",0.023,4.25136300345489
"1080",0.025,1.31679403246636
"1081",0.034,0.887364421564608
"1082",0.033,0.824132857023138
"1083",0.031,1.06124797345502
"1084",0.03,0.987130716246453
"1085",0.027,1.06566742460176
"1086",0.024,1.26562245425156
"1087",0.028,1.36766827238494
"1088",0.024,1.63075285633191
"1089",0.018,15.7089745208798
"1090",0.017,62.2831168420945
"1091",0.018,43.5407474234897
"1092",0.015,32.7697645949592
"1093",0.011,19.499228033052
"1094",0.01,21.8639794388773
"1095",0.009,17.0830923157724
"1096",0.005,14.5075770420156
"1097",0.007,13.135007422709
"1098",0.014,14.8769989261211
"1099",0.012,30.98985866061
"1100",0.009,19.2439731860941
"1101",0.014,34.0971194639647
"1102",0.01,18.3306386282005
"1103",0.01,18.431555038558
"1104",0.011,25.0934319125856
"1105",0.013,32.0416237456834
"1106",0.012,27.1556835071437
"1107",0.01,22.6442500589072
"1108",0.008,24.0876369001773
"1109",0.009,20.7571647677094
"1110",0.005,14.9766506900003
"1111",0.008,17.1907026646539
"1112",0.015,33.6931121798927
"1113",0.009,18.4415565926346
"1114",0.006,16.2415450922652
"1115",0.012,32.0416057375902
"1116",0.011,25.0332476622446
"1117",0.009,17.2964675711177
"1118",0.007,13.0821250530492
"1119",0.005,14.5750813815637
"1120",0.007,14.2897776766182
"1121",0.007,13.7203091031846
"1122",0.015,35.2554086536262
"1123",0.015,6.77255997112382
"1124",0.011,34.6287157913762
"1125",0.007,15.4233062357113
"1126",0.006,16.6374847189119
"1127",0.01,18.7387622437129
"1128",0.016,11.3668225904978
"1129",0.018,46.3664999650966
"1130",0.015,13.5548866618207
"1131",0.009,17.9108343738014
"1132",0.011,19.0284355559941
"1133",0.01,23.7175011182148
"1134",0.01,16.8361448063737
"1135",0.009,16.921046698627
"1136",0.013,38.7118751677494
"1137",0.008,16.0945906595331
"1138",0.007,18.1433542496448
"1139",0.011,32.2174278986387
"1140",0.014,31.5497502282649
"1141",0.019,78.4696447340811
"1142",0.02,4.39720559541653
"1143",0.026,1.64859252792129
"1144",0.026,1.82221660806256
"1145",0.023,3.0763751110584
"1146",0.022,4.57889473971627
"1147",0.017,8.36188815447157
"1148",0.01,24.066561986347
"1149",0.008,13.0709174680668
"1150",0.006,16.1115192971338
"1151",0.013,28.6518771938627
"1152",0.021,5.99469489027715
"1153",0.019,9.42993623972326
"1154",0.009,17.5627813609113
"1155",0.01,18.4702096068035
"1156",0.014,31.1419806039557
"1157",0.007,17.6582872363417
"1158",0.007,14.8909190709032
"1159",0.009,23.2849939772242
"1160",0.013,36.331995776951
"1161",0.023,4.25989783301939
"1162",0.02,5.16682027147596
"1163",0.024,3.5714765180681
"1164",0.027,2.26171705884711
"1165",0.019,9.04521498133033
"1166",0.016,28.3198723983655
"1167",0.016,46.2714189309678
"1168",0.013,27.2010837067234
"1169",0.012,26.4518856543083
"1170",0.017,52.6015154086647
"1171",0.017,7.72289217654881
"1172",0.018,20.5845005480839
"1173",0.022,5.0452378824811
"1174",0.02,6.13301690742794
"1175",0.014,33.2135256806295
"1176",0.014,40.2943367814064
"1177",0.013,32.9358880356022
"1178",0.01,21.9877216265679
"1179",0.009,20.6701601379018
"1180",0.009,17.4428030043637
"1181",0.009,18.2580681751211
"1182",0.008,18.9567661905966
"1183",0.012,26.5138852151321
"1184",0.018,53.9799262888611
"1185",0.013,27.9544979127432
"1186",0.022,7.406788112391
"1187",0.018,11.6683010822581
"1188",0.019,7.59138702915343
"1189",0.016,46.1417411057548
"1190",0.014,25.3887087783105
"1191",0.012,20.1872212406699
"1192",0.006,13.9066393368665
"1193",0.005,14.0634763130365
"1194",0.009,21.3945301023724
"1195",0.014,36.1838030632764
"1196",0.025,1.75087168893993
"1197",0.028,1.14211188456516
"1198",0.022,5.38770044771738
"1199",0.021,6.30874644836516
"1200",0.025,1.62231009394217
"1201",0.016,6.67352714818453
"1202",0.018,43.6480227807897
"1203",0.014,32.3268114081967
"1204",0.015,27.4058711402824
"1205",0.017,58.5525474023654
"1206",0.01,22.3685818355551
"1207",0.01,22.578452917377
"1208",0.012,16.4060676677806
"1209",0.009,18.1273892947802
"1210",0.011,21.7651970562417
"1211",0.013,36.116360123502
"1212",0.016,70.8533956236557
"1213",0.013,22.6893659175928
"1214",0.012,24.582665042246
"1215",0.014,29.2590846469357
"1216",0.023,3.56435596756118
"1217",0.023,2.22357401950946
"1218",0.017,17.3562047262005
"1219",0.016,7.77411913976745
"1220",0.015,48.5271227009995
"1221",0.015,49.6789578236517
"1222",0.008,16.2045090542282
"1223",0.009,23.3167037141085
"1224",0.013,30.893851535162
"1225",0.014,37.780365922707
"1226",0.014,27.8418534447683
"1227",0.011,20.5782742991887
"1228",0.013,39.0939118727351
"1229",0.01,20.2073992165011
"1230",0.005,14.5136452930751
"1231",0.017,71.4936931469574
"1232",0.016,50.0534268089637
"1233",0.017,55.9744881209719
"1234",0.015,38.5189799985274
"1235",0.014,29.8932361205561
"1236",0.012,26.1556500813722
"1237",0.018,57.2820062194106
"1238",0.015,50.1036633760689
"1239",0.019,51.1467399818558
"1240",0.014,32.1558496859608
"1241",0.009,20.6077945588304
"1242",0.016,37.9650028513736
"1243",0.009,16.7842857185846
"1244",0.012,23.8353039857691
"1245",0.017,15.0028738477298
"1246",0.013,31.8527095104283
"1247",0.014,29.126650548338
"1248",0.008,15.5071544044267
"1249",0.01,20.226900609362
"1250",0.01,15.5008805422378
"1251",0.012,20.8188436376425
"1252",0.009,21.3412014944776
"1253",0.014,38.9355308491944
"1254",0.018,42.7047227981182
"1255",0.019,62.445264541008
"1256",0.017,33.8755639599206
"1257",0.016,16.3421949221523
"1258",0.013,25.4738258772426
"1259",0.01,24.6052152061521
"1260",0.02,11.2440024997521
"1261",0.01,22.3983903364399
"1262",0.012,31.1748085137883
"1263",0.013,28.4028351102257
"1264",0.01,16.5844503474328
"1265",0.018,69.0159012253345
"1266",0.013,32.4813540816997
"1267",0.011,23.524267780672
"1268",0.015,40.8508684828948
"1269",0.011,22.5775458245614
"1270",0.006,16.1910870839969
"1271",0.01,24.6942930770661
"1272",0.014,31.8874504618049
"1273",0.017,56.4051415446455
"1274",0.009,18.4281561700599
"1275",0.013,22.1534099765057
"1276",0.015,43.5771059725761
"1277",0.012,33.9539801330545
"1278",0.016,34.0553195622347
"1279",0.019,45.0650352074072
"1280",0.01,20.2033939514627
"1281",0.005,14.5218185905747
"1282",0.009,20.4257068766485
"1283",0.013,21.6519458121489
"1284",0.014,27.7100276329459
"1285",0.013,29.2698852054175
"1286",0.019,12.1677063879411
"1287",0.018,10.8051356531789
"1288",0.022,4.20349830165904
"1289",0.009,21.0733362495995
"1290",0.01,20.938122458946
"1291",0.013,26.662976977875
"1292",0.016,58.1688171655966
"1293",0.018,36.4940627024495
"1294",0.008,17.9166638831793
"1295",0.007,16.9448105753547
"1296",0.013,37.8801056330827
"1297",0.012,33.6194449887127
"1298",0.011,25.4786442349772
"1299",0.01,17.6190309285181
"1300",0.016,44.2015944479651
"1301",0.018,38.8151171919562
"1302",0.016,37.257503777129
"1303",0.011,18.6033329390968
"1304",0.005,14.2584014124658
"1305",0.007,11.493084677891
"1306",0.01,22.8031343041569
"1307",0.018,16.6337905553914
"1308",0.011,25.4992667803788
"1309",0.013,33.6126782201306
"1310",0.013,30.4252341162868
"1311",0.018,13.7185278819383
"1312",0.022,4.73296311221698
"1313",0.024,2.18249071879723
"1314",0.026,1.9780285741271
"1315",0.027,1.7918785062489
"1316",0.021,10.7205344609544
"1317",0.016,32.1965764562598
"1318",0.012,17.4825399601097
"1319",0.014,30.1854328259144
"1320",0.016,41.7007082457981
"1321",0.014,36.6870390936326
"1322",0.015,44.696691820111
"1323",0.015,39.6819098999259
"1324",0.012,20.5666594340183
"1325",0.017,62.0780379993374
"1326",0.009,26.5168036827056
"1327",0.006,15.7522693059783
"1328",0.008,18.5279161088996
"1329",0.017,15.7843560096875
"1330",0.018,9.46846715777526
"1331",0.015,6.54346095215656
"1332",0.017,75.7780139219835
"1333",0.022,7.59273459543653
"1334",0.024,4.14175666678194
"1335",0.028,1.4060918146192
"1336",0.03,1.5503688363721
"1337",0.023,3.8151982466644
"1338",0.021,4.72737273178228
"1339",0.019,4.06048719771248
"1340",0.011,23.2575519523006
"1341",0.009,28.7333948619547
"1342",0.012,27.6118453934638
"1343",0.007,13.5006674527957
"1344",0.006,11.5575920057592
"1345",0.013,35.529194879335
"1346",0.007,16.1151850684389
"1347",0.008,17.9500384775961
"1348",0.008,16.8463130597269
"1349",0.008,16.1875010810362
"1350",0.01,23.866505358139
"1351",0.013,25.6341393888492
"1352",0.023,3.76972046524814
"1353",0.021,3.69832699535165
"1354",0.023,4.50571774928545
"1355",0.017,16.6779299702971
"1356",0.015,5.13466134316515
"1357",0.018,94.4257656132757
"1358",0.014,39.6310424867011
"1359",0.013,32.9070341547368
"1360",0.008,15.5683269050398
"1361",0.011,19.4751281159167
"1362",0.015,49.4929452502101
"1363",0.013,32.7036717444255
"1364",0.01,17.0453719347425
"1365",0.008,16.9311638911579
"1366",0.009,18.4511519929321
"1367",0.005,10.0344544100144
"1368",0.014,32.5009136301185
"1369",0.016,38.2436014564822
"1370",0.016,45.9843793301004
"1371",0.017,78.360210156657
"1372",0.015,27.6483476473643
"1373",0.01,22.7660097744292
"1374",0.016,41.2751308884585
"1375",0.015,37.4397581770967
"1376",0.018,99.7622881300592
"1377",0.015,41.684078143899
"1378",0.013,30.3693138732775
"1379",0.018,26.429394625342
"1380",0.016,45.3387884542115
"1381",0.012,33.9947097058249
"1382",0.012,23.0618014254251
"1383",0.009,17.680134579061
"1384",0.017,51.8104903391571
"1385",0.016,41.9660628936729
"1386",0.014,30.8383055718743
"1387",0.012,22.4896894145774
"1388",0.012,20.3383360590645
"1389",0.009,18.3771529839397
"1390",0.007,19.2116124033058
"1391",0.017,39.3924053488491
"1392",0.01,23.2626481000654
"1393",0.016,49.3370403660487
"1394",0.015,42.2292494896846
"1395",0.01,26.4135742004807
"1396",0.012,24.1880125521387
"1397",0.014,31.8536942547491
"1398",0.016,41.5478651908308
"1399",0.016,58.5937083950688
"1400",0.015,37.0628745217851
"1401",0.014,48.4105109590777
"1402",0.014,29.3562783795144
"1403",0.008,21.4731135019196
"1404",0.013,29.0626760070344
"1405",0.017,50.4814150336709
"1406",0.016,36.291210176327
"1407",0.014,50.0936382435877
"1408",0.017,57.5802578915283
"1409",0.019,5.74715058083799
"1410",0.016,38.097996686157
"1411",0.01,18.6384636926064
"1412",0.006,16.2525694146189
"1413",0.007,19.0364769607718
"1414",0.006,19.4494887709803
"1415",0.014,35.2639400735554
"1416",0.009,22.248497152728
"1417",0.008,21.1485787365109
"1418",0.01,20.4227171061856
"1419",0.011,16.9063534586234
"1420",0.012,31.0860579903741
"1421",0.017,8.4380007897335
"1422",0.015,21.0021350663177
"1423",0.018,5.32316782501505
"1424",0.026,1.69284203346272
"1425",0.025,1.65850065802321
"1426",0.027,1.34095431236213
"1427",0.02,7.29989051707604
"1428",0.011,20.7291360555103
"1429",0.01,21.9798452894392
"1430",0.014,22.224521724771
"1431",0.008,14.8935047373191
"1432",0.009,22.2136487017127
"1433",0.006,13.3478704794152
"1434",0.006,12.1990218847635
"1435",0.014,35.16252541091
"1436",0.01,22.8400883869354
"1437",0.015,59.4590675871988
"1438",0.01,21.7331976593966
"1439",0.015,33.8917060801732
"1440",0.013,35.8156531825843
"1441",0.01,28.6488832595653
"1442",0.012,28.7245151399332
"1443",0.016,24.1912150038185
"1444",0.013,26.2297651011303
"1445",0.014,36.1091819867574
"1446",0.018,24.6411875466953
"1447",0.013,22.2149057192104
"1448",0.01,17.3512040522314
"1449",0.007,15.8590955287557
"1450",0.01,22.3580651726508
"1451",0.005,13.2191791838358
"1452",0.007,16.194163852508
"1453",0.011,25.690031751784
"1454",0.008,18.364817769334
"1455",0.006,17.0437029026579
"1456",0.006,14.1669921580406
"1457",0.007,13.4913536019372
"1458",0.006,17.3533997215198
"1459",0.006,13.8996770621694
"1460",0.009,17.4523252138941
"1461",0.012,22.3567049759193
"1462",0.013,24.0788716590792
"1463",0.011,12.7767881191478
"1464",0.014,27.1336515620226
"1465",0.014,42.9251452528697
"1466",0.013,29.2615517694831
"1467",0.015,44.5303695570794
"1468",0.008,19.0994092340391
"1469",0.005,18.2266471204696
"1470",0.007,17.0769616010531
"1471",0.006,14.7330685607152
"1472",0.006,14.1280121276156
"1473",0.016,9.7579164606322
"1474",0.008,14.6920170111834
"1475",0.015,23.7700832232045
"1476",0.018,18.4524677333081
"1477",0.016,8.80295528804844
"1478",0.01,25.9795791636487
"1479",0.012,26.9024026164241
"1480",0.008,15.7758806713835
"1481",0.011,22.6457181987887
"1482",0.014,30.3098601348157
"1483",0.019,6.07233998883264
"1484",0.01,21.6484125174725
"1485",0.013,31.3741240242042
"1486",0.009,21.4160807102135
"1487",0.013,27.1226916926514
"1488",0.017,66.3683443976516
"1489",0.017,67.6092132158946
