"","deplete","cost"
"887",0.013,34.8028347448375
"888",0.016,57.7722787170889
"889",0.017,71.3259171488863
"890",0.01,21.0353387761701
"891",0.014,26.5595310200585
"892",0.009,21.2940531333464
"893",0.015,31.3481477753541
"894",0.007,13.5925457199089
"895",0.011,26.4891862880423
"896",0.011,28.9745785371164
"897",0.01,20.4594600622765
"898",0.011,23.939797308481
"899",0.012,13.9763939126531
"900",0.007,14.8025733995415
"901",0.007,12.4844390797159
"902",0.011,23.4158767032641
"903",0.017,68.774573287611
"904",0.01,23.3071365611222
"905",0.01,27.2532089291731
"906",0.007,11.7175745516622
"907",0.006,12.9112624560934
"908",0.006,12.5795099590315
"909",0.005,11.2290705105339
"910",0.006,12.691468819636
"911",0.008,17.150252818581
"912",0.006,14.8279165878864
"913",0.01,20.7764033678159
"914",0.008,18.8717039230302
"915",0.006,14.6882579498062
"916",0.005,15.132536338068
"917",0.009,18.6127582186292
"918",0.015,43.089648174622
"919",0.016,52.8143797223822
"920",0.005,14.2898616484244
"921",0.006,17.2432946005014
"922",0.007,20.3712287129297
"923",0.013,25.5763415674172
"924",0.016,53.2853677100715
"925",0.012,26.5107367378307
"926",0.015,6.42425067471282
"927",0.013,32.4086390092408
"928",0.014,27.4000629288022
"929",0.013,36.339789497013
"930",0.015,36.0183220390822
"931",0.014,40.4646258632729
"932",0.014,40.828783306807
"933",0.01,19.272226509292
"934",0.016,60.8209271879633
"935",0.016,52.278129677199
"936",0.009,21.6045234437163
"937",0.013,34.4429722289055
"938",0.014,33.5102305340177
