"","scale","cost"
"770",384,31.9256250926292
"771",385,74.0029623691438
"772",397,36.8305957370789
"773",391,46.13997403557
"774",388,83.3033924289081
"775",378,29.8073187721652
"776",400,75.9456689065309
"777",404,90.4191636940648
"778",400,56.4656496449733
"779",385,89.3543246177024
"780",416,57.9590493481914
"781",419,18.1096487805409
"782",430,28.0234922328237
"783",440,15.0143330279698
"784",461,77.2557059470401
"785",453,71.2344500230703
"786",442,72.962934576508
"787",449,7.78384133673578
"788",430,51.5276436037851
"789",422,20.838000764284
"790",417,25.8209748819633
"791",395,43.9251689555976
"792",384,88.1600404755602
"793",403,18.05472115979
"794",412,19.1658213098167
"795",412,163.28423219523
"796",389,116.319429722353
"797",386,94.5295607296258
"798",391,132.921531920061
"799",364,37.0282976319568
"800",386,38.3461656506295
"801",388,95.4093301621354
"802",376,88.8759456724992
"803",379,98.0748422535494
"804",397,85.709757684525
"805",383,101.194634559879
"806",384,24.7860624643286
"807",370,13.3818198410653
"808",346,23.6061815575559
"809",380,68.326608710947
"810",378,31.407397267177
"811",366,37.653325365078
"812",368,2.0889194198092
"813",382,72.3089463133801
"814",374,18.4763809817584
"815",399,51.6125391597062
"816",407,47.7234933016594
"817",411,15.9232008345899
"818",407,16.4490436823792
"819",418,16.6965145946825
"820",407,27.3191026681154
"821",395,23.1462799910002
"822",405,11.5026990952988
"823",396,21.2298941707961
"824",405,21.4030709487577
"825",405,25.4081022769152
"826",412,12.9249713587485
"827",425,22.7805802847178
"828",450,18.3888109687439
"829",443,13.0907033690726
"830",435,14.3902548762654
"831",448,17.4174318712734
"832",436,26.5475524228618
"833",443,63.5416005605617
"834",457,7.76270164591468
"835",413,33.0827405879377
"836",436,19.8911195653854
"837",467,49.1322951749906
"838",455,29.2446808661858
"839",466,28.2355588646059
"840",479,17.323351751559
"841",487,25.8794608972972
"842",468,17.6922256615753
"843",459,59.8738209696976
"844",444,39.1401794604377
"845",462,17.0647475490205
"846",454,27.6120718353589
"847",431,15.0051952966967
"848",416,27.5270682892866
"849",404,18.1064750308627
"850",418,17.9873581640062
"851",417,25.3201778269752
"852",429,49.4184829772131
"853",433,29.7486707706015
"854",458,22.3031379578336
"855",471,43.2503750015986
"856",472,19.7947624278141
"857",455,30.9313975173267
"858",467,26.5971710835956
"859",452,18.7317563346888
"860",450,25.9709962363861
"861",445,35.5056947190117
"862",451,72.1276380451097
"863",449,37.0895026019655
"864",466,33.6100491406613
"865",480,20.401575256671
"866",488,17.6623542300075
"867",505,22.6422075414627
"868",508,24.2104172731514
"869",517,14.2950524763788
"870",481,17.138333492663
"871",499,56.4166627048972
"872",480,17.1243753120051
"873",499,56.4401028267128
"874",496,17.6501040626924
"875",485,21.1135752531507
"876",481,19.6550991954313
"877",499,68.4157813124471
"878",513,44.7810321680921
"879",512,15.4774694619543
"880",508,16.1772973639704
"881",524,20.4104878642907
"882",521,11.72386477809
"883",494,15.0692196350391
"884",498,12.417239897252
"885",523,16.8459316304166
"886",569,14.8356440782429
"887",543,34.8028347448375
"888",530,57.7722787170889
"889",526,71.3259171488863
"890",545,21.0353387761701
"891",556,26.5595310200585
"892",553,21.2940531333464
"893",579,31.3481477753541
"894",572,13.5925457199089
"895",569,26.4891862880423
"896",555,28.9745785371164
"897",539,20.4594600622765
"898",527,23.939797308481
"899",512,13.9763939126531
"900",513,14.8025733995415
"901",525,12.4844390797159
"902",521,23.4158767032641
"903",518,68.774573287611
"904",533,23.3071365611222
"905",537,27.2532089291731
"906",519,11.7175745516622
"907",538,12.9112624560934
"908",518,12.5795099590315
"909",506,11.2290705105339
"910",486,12.691468819636
"911",481,17.150252818581
"912",483,14.8279165878864
"913",490,20.7764033678159
"914",464,18.8717039230302
"915",487,14.6882579498062
"916",481,15.132536338068
"917",487,18.6127582186292
"918",495,43.089648174622
"919",493,52.8143797223822
"920",492,14.2898616484244
"921",473,17.2432946005014
"922",483,20.3712287129297
"923",461,25.5763415674172
"924",458,53.2853677100715
"925",443,26.5107367378307
"926",448,6.42425067471282
"927",463,32.4086390092408
"928",451,27.4000629288022
"929",448,36.339789497013
"930",401,36.0183220390822
"931",404,40.4646258632729
"932",405,40.828783306807
"933",399,19.272226509292
"934",397,60.8209271879633
"935",384,52.278129677199
"936",362,21.6045234437163
"937",366,34.4429722289055
"938",369,33.5102305340177
"939",365,7.14766322985624
"940",374,39.2518940811468
"941",394,23.530688082021
"942",400,21.3994321774052
"943",401,29.7666613494088
"944",426,69.8957898710202
"945",423,7.89980797867473
"946",411,8.45680561624051
"947",384,7.31877197492741
"948",388,13.9052864002275
"949",395,53.9926139123023
"950",418,36.8689922434959
"951",430,45.4012103828377
"952",407,47.6763069664706
"953",415,80.2411980596424
"954",405,5.66623291672583
"955",380,42.959656300117
"956",389,38.0601116836467
"957",387,21.4909711063492
"958",400,43.8928158798805
"959",429,24.5212037607466
"960",435,24.749701707013
"961",441,22.9577725737307
"962",433,47.6311688626102
"963",440,32.7152460140347
"964",439,18.2879961694099
"965",435,33.376728323533
"966",451,23.6335059561089
"967",454,41.7644122758359
"968",448,48.4164493504998
"969",434,17.3640618565088
"970",446,37.4822212890599
"971",440,19.7019826819099
"972",445,3.97596417271838
"973",422,27.6328442976739
"974",430,18.6101173714487
"975",456,20.2789791090505
"976",462,14.3501046294869
"977",441,16.2514899522329
"978",442,41.0574809109906
"979",450,32.1510258551819
"980",467,25.5783238743593
"981",482,14.4603878742722
"982",473,12.5152617899013
"983",477,17.9613324509519
"984",496,21.3216943352683
"985",505,14.6986567866635
"986",526,18.7857202993581
"987",530,33.5655635873221
"988",519,42.7929476085557
"989",524,20.3504854304926
"990",513,76.5926831945918
"991",518,50.0580866117677
"992",526,45.5267221074582
"993",521,9.54789227795722
"994",519,3.05678643915296
"995",518,3.20797679732942
"996",526,3.08256061980916
"997",518,4.90118316814275
"998",520,5.2393729303693
"999",510,20.6355106607421
"1000",493,34.9766264533064
"1001",482,25.5868927745379
"1002",462,17.47517677021
"1003",468,58.5720057680959
"1004",478,33.6098739087821
"1005",475,51.5324107880142
"1006",469,7.62489353433161
"1007",464,4.07893906632457
"1008",467,3.43538378758865
"1009",469,38.5140738994126
"1010",474,44.5637310793388
"1011",498,26.4124961157901
"1012",506,62.1608779181381
"1013",473,29.2033245753166
"1014",474,34.2615828431991
"1015",488,15.0391318011036
"1016",466,28.6181156005136
"1017",456,18.585791596335
"1018",454,30.5191191540552
"1019",463,36.8058375014282
"1020",452,79.0010690520345
"1021",467,51.771236584521
"1022",492,29.4272964556155
"1023",484,62.1610974852222
"1024",502,57.4767082852202
"1025",528,21.3580671723441
"1026",493,35.6852932736291
"1027",470,15.9387375762767
"1028",466,17.5494732992268
"1029",482,21.3331532003899
"1030",483,25.3115335138394
"1031",495,14.4638793415167
"1032",482,33.2264863740277
"1033",480,34.6551068899778
"1034",473,21.8645627884408
"1035",475,20.4379976336638
"1036",474,31.7537746555327
"1037",444,35.3194227154073
"1038",428,28.1873798567354
"1039",434,37.4618286356013
"1040",460,22.3915339261622
"1041",464,27.0728619175069
"1042",458,27.362892766389
"1043",463,28.4574880240768
"1044",469,25.2333298974599
"1045",474,18.7624520716213
"1046",473,32.649382019639
"1047",460,36.2594165702559
"1048",484,42.9378176386685
"1049",471,28.0349670001582
"1050",490,57.7615405054916
"1051",472,12.6582971605057
"1052",499,38.4721046542421
"1053",487,14.7266583288794
"1054",476,29.1736448941215
"1055",476,32.8674643650382
"1056",477,40.4970135239127
"1057",512,19.8396890183679
"1058",514,41.2142028541187
"1059",526,38.0010665868203
"1060",509,22.9001106958931
"1061",492,24.2232663323297
"1062",499,11.6794260066742
"1063",511,62.7284354688987
"1064",530,42.6747084547944
"1065",497,23.7463122597211
"1066",510,50.5456102832672
"1067",533,35.5024197042602
"1068",524,67.00173203845
"1069",517,32.1137597397053
"1070",512,30.6291090341258
"1071",520,15.2546648016317
"1072",525,63.942429446089
"1073",517,6.85725079357574
"1074",519,60.0501523249583
"1075",516,27.8479283724062
"1076",532,26.3284068820508
"1077",552,19.27409111581
"1078",529,62.7346434355595
"1079",545,4.25136300345489
"1080",536,1.31679403246636
