"","time","event"
"resp_time524",882.624249958604,"resp_time"
"resp_time525",883.764869614007,"resp_time"
"resp_time526",885.557856745568,"resp_time"
"rft_setup67",886.477477366157,"rft_setup"
"resp_time527",886.633249253584,"resp_time"
"rft_time67",886.633249253584,"rft_time"
"resp_time528",890.633249253584,"resp_time"
"resp_time529",891.729292770755,"resp_time"
"resp_time530",893.072272042972,"resp_time"
"resp_time531",894.210414736041,"resp_time"
"resp_time532",895.860310407177,"resp_time"
"resp_time533",897.160878130187,"resp_time"
"rft_setup68",898.174427956472,"rft_setup"
"resp_time534",898.305840463167,"resp_time"
"rft_time68",898.305840463167,"rft_time"
"resp_time535",902.305840463167,"resp_time"
"resp_time536",903.311392304683,"resp_time"
"resp_time537",904.619172067236,"resp_time"
"resp_time538",905.708948504895,"resp_time"
"rft_setup69",906.169952937191,"rft_setup"
"resp_time539",906.826222699953,"resp_time"
"rft_time69",906.826222699953,"rft_time"
"resp_time540",910.826222699953,"resp_time"
"rft_setup70",910.956823946794,"rft_setup"
"resp_time541",911.980165022843,"resp_time"
"rft_time70",911.980165022843,"rft_time"
"resp_time542",915.980165022843,"resp_time"
"resp_time543",917.026233298819,"resp_time"
"rft_setup71",917.912559914642,"rft_setup"
"resp_time544",918.173486332353,"resp_time"
"rft_time71",918.173486332353,"rft_time"
"resp_time545",922.173486332353,"resp_time"
"resp_time546",923.725702113085,"resp_time"
"resp_time547",924.815693396375,"resp_time"
"resp_time548",925.847253232352,"resp_time"
"resp_time549",927.099349537801,"resp_time"
"resp_time550",928.335901691562,"resp_time"
"resp_time551",929.730829446595,"resp_time"
"resp_time552",930.782114049417,"resp_time"
"resp_time553",932.085025399099,"resp_time"
"resp_time554",933.160595038046,"resp_time"
"resp_time555",934.205849653137,"resp_time"
"resp_time556",935.674535682686,"resp_time"
"resp_time557",936.74661535233,"resp_time"
"resp_time558",938.098117537394,"resp_time"
"resp_time559",939.163888499475,"resp_time"
"resp_time560",940.219943547573,"resp_time"
"resp_time561",941.310417841469,"resp_time"
"resp_time562",942.33496680006,"resp_time"
"resp_time563",945.002403000064,"resp_time"
"resp_time564",946.143854581302,"resp_time"
"rft_setup72",946.961420184025,"rft_setup"
"resp_time565",947.381210191308,"resp_time"
"rft_time72",947.381210191308,"rft_time"
"resp_time566",951.381210191308,"resp_time"
"resp_time567",952.512302350729,"resp_time"
"rft_setup73",952.987908847763,"rft_setup"
"resp_time568",953.651122847044,"resp_time"
"rft_time73",953.651122847044,"rft_time"
"resp_time569",957.651122847044,"resp_time"
"resp_time570",958.745294513883,"resp_time"
"resp_time571",959.768763433364,"resp_time"
"resp_time572",961.133276413866,"resp_time"
"resp_time573",962.195317525528,"resp_time"
"resp_time574",963.547669646051,"resp_time"
"resp_time575",964.709110427521,"resp_time"
"resp_time576",966.096193930025,"resp_time"
"rft_setup74",966.89355527701,"rft_setup"
"resp_time577",967.200155781309,"resp_time"
"rft_time74",967.200155781309,"rft_time"
"rft_setup75",970.686357068733,"rft_setup"
"resp_time578",971.200155781309,"resp_time"
"rft_time75",971.200155781309,"rft_time"
"resp_time579",975.200155781309,"resp_time"
"resp_time580",976.259615895872,"resp_time"
"rft_setup76",977.298329197529,"rft_setup"
"resp_time581",977.339537350876,"resp_time"
"rft_time76",977.339537350876,"rft_time"
"resp_time582",981.339537350876,"resp_time"
"resp_time583",982.526069903829,"resp_time"
"resp_time584",983.680006835431,"resp_time"
"resp_time585",984.804355643984,"resp_time"
"resp_time586",985.83036601354,"resp_time"
"resp_time587",986.873304218904,"resp_time"
"resp_time588",988.383116620136,"resp_time"
"resp_time589",989.467202737444,"resp_time"
"resp_time590",990.509884874462,"resp_time"
"resp_time591",991.71186841218,"resp_time"
"resp_time592",993.610383116577,"resp_time"
"resp_time593",994.633468169028,"resp_time"
"resp_time594",995.937091054837,"resp_time"
"resp_time595",997.75173736146,"resp_time"
"resp_time596",999.568544611944,"resp_time"
